	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous
0	HJHEFEJI_06914	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	84.3	0
0	HJHEFEJI_06915	division	Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	131.7	0
0	HJHEFEJI_06917	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	159.1	0
0	HJHEFEJI_06918	class	Archaeplastida; Chlorophyta; Trebouxiophyceae; Chlorellales	Chlorellales	187.2	0
0	HJHEFEJI_06929	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	123.2	0
0	HJHEFEJI_06930	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	173.3	0
0	HJHEFEJI_06931	class	Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	144.8	0
0	HJHEFEJI_06932	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	734.6	0
0	HJHEFEJI_06933	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	104.0	0
0	HJHEFEJI_06937	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	469.2	0
0	HJHEFEJI_06943	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	72.8	0
0	HJHEFEJI_06944	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate	Araphid-pennate	284.3	0
0	HJHEFEJI_06945	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	306.6	0
0	HJHEFEJI_06947	class	Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	67.4	0
0	HJHEFEJI_06953	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	228.8	0
0	HJHEFEJI_06957	class	Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X	Heterotrichea_X	148.7	0
0	HJHEFEJI_06967	class	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	106.3	0
0	HJHEFEJI_06968	order	Archaeplastida; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellales_X	Chlorellales_X	151.8	0
0	HJHEFEJI_06969	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	162.2	0
0	HJHEFEJI_06970	division	Stramenopiles; Ochrophyta; Raphidophyceae	Raphidophyceae	89.4	0
0	HJHEFEJI_06972	order	Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	60.5	0
0	HJHEFEJI_06976	class	Archaeplastida; Rhodophyta; Rhodellophyceae; Rhodellales	Rhodellales	222.6	0
0	HJHEFEJI_06977	order	Archaeplastida; Chlorophyta; Mamiellophyceae; Dolichomastigales; Dolichomastigaceae	Dolichomastigaceae	968.0	0
0	HJHEFEJI_06982	genus	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X; Pyramimonadales_XX; Pyramimonas; Pyramimonas amylifera	Pyramimonas amylifera	194.9	0
0	HJHEFEJI_06988	division	Archaeplastida; Chlorophyta	Chlorophyta	76.3	1
0	HJHEFEJI_06993	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	166.8	0
0	HJHEFEJI_06994	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	105.5	0
0	HJHEFEJI_06997	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	203.8	0
0	HJHEFEJI_06998	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	230.7	0
0	HJHEFEJI_06999	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	130.6	0
0	HJHEFEJI_07000	division	Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	65.1	0
0	HJHEFEJI_07001	division	Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	58.2	0
0	HJHEFEJI_07005	order	Amoebozoa; Lobosa; Lobosa_X; Trichosida; Trichosidae	Trichosidae	115.9	0
0	HJHEFEJI_07008	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	172.6	0
0	HJHEFEJI_07010	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	97.4	0
0	HJHEFEJI_07012	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Raphid-pennate	Raphid-pennate	191.4	0
0	HJHEFEJI_07022	class	Stramenopiles; Sagenista; Labyrinthulomycetes; Thraustochytriales	Thraustochytriales	96.7	0
0	HJHEFEJI_07023	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	92.0	0
0	HJHEFEJI_07024	division	Archaeplastida; Rhodophyta; Porphyridiophyceae	Porphyridiophyceae	111.3	0
0	HJHEFEJI_07027	division	Archaeplastida; Chlorophyta; Pyramimonadales	Pyramimonadales	123.2	0
0	HJHEFEJI_07034	division	Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	73.9	0
0	HJHEFEJI_07035	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	92.8	0
0	HJHEFEJI_07036	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	317.0	0
0	HJHEFEJI_07037	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	74.3	0
0	HJHEFEJI_07042	order	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes; Glaucocystophytes_X	Glaucocystophytes_X	475.3	0
0	HJHEFEJI_07043	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	63.5	0
0	HJHEFEJI_07044	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	87.0	0
0	HJHEFEJI_07045	class	Archaeplastida; Rhodophyta; Compsopogonophyceae; Compsopogonales	Compsopogonales	107.8	0
0	HJHEFEJI_07047	order	Archaeplastida; Chlorophyta; Palmophyllophyceae; Prasinococcales; Prasinococcales-Clade-A	Prasinococcales-Clade-A	95.1	0
0	HJHEFEJI_07049	class	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	235.3	0
0	HJHEFEJI_07051	division	Archaeplastida; Chlorophyta; Chloropicophyceae	Chloropicophyceae	67.8	0
0	HJHEFEJI_07052	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	125.9	0
0	HJHEFEJI_07055	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	105.5	0
0	HJHEFEJI_07057	division	Alveolata; Ciliophora; Spirotrichea	Spirotrichea	90.5	0
0	HJHEFEJI_07071	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	70.1	0
0	HJHEFEJI_07073	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	58.2	0
0	HJHEFEJI_07077	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	137.1	0
0	HJHEFEJI_07080	order	Alveolata; Dinoflagellata; Oxyrrhea; Oxyrrhinales; Oxyrrhinaceae	Oxyrrhinaceae	90.5	0
0	HJHEFEJI_07087	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	149.4	0
0	HJHEFEJI_07089	division	Stramenopiles; Stramenopiles_X; Stramenopiles_XX	Stramenopiles_XX	86.3	0
0	HJHEFEJI_07091	class	Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	112.8	0
0	HJHEFEJI_07095	division	Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	60.5	0
0	HJHEFEJI_07100	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	411.4	0
0	HJHEFEJI_07101	class	Archaeplastida; Rhodophyta; Stylonematophyceae; Porphyridiales-2	Porphyridiales-2	146.4	0
0	HJHEFEJI_07104	class	Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X	Heterotrichea_X	70.9	0
0	HJHEFEJI_07106	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	58.5	0
0	HJHEFEJI_07107				249.6	1
0	HJHEFEJI_07112	class	Amoebozoa; Conosa; Variosea; Variosea_X	Variosea_X	91.3	0
0	HJHEFEJI_07124	class	Amoebozoa; Lobosa; Discosea-Flabellinia; Dactylopodida	Dactylopodida	380.6	0
0	HJHEFEJI_07127	class	Alveolata; Ciliophora; Spirotrichea; Choreotrichida	Choreotrichida	282.0	0
0	HJHEFEJI_07129	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	85.1	0
0	HJHEFEJI_07132	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	181.8	0
0	HJHEFEJI_07133	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	60.1	0
0	HJHEFEJI_07134	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	344.0	0
0	HJHEFEJI_07135	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	96.7	0
0	HJHEFEJI_07139	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	256.1	0
0	HJHEFEJI_07140	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	73.6	0
0	HJHEFEJI_07141	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	88.2	0
0	HJHEFEJI_07142	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	58.2	0
0	HJHEFEJI_07143	class	Archaeplastida; Chlorophyta; Trebouxiophyceae; Chlorellales	Chlorellales	60.5	0
0	HJHEFEJI_07145				75.5	1
0	HJHEFEJI_07146	class	Amoebozoa; Lobosa; Discosea-Longamoebia; Dermamoebida	Dermamoebida	123.6	0
0	HJHEFEJI_07150	class	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	105.9	0
0	HJHEFEJI_07152	class	Alveolata; Ciliophora; Spirotrichea; Tintinnida	Tintinnida	86.3	0
0	HJHEFEJI_07153	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	185.3	0
0	HJHEFEJI_07155	division	Alveolata; Ciliophora; Ciliophora_X	Ciliophora_X	61.2	0
0	HJHEFEJI_07158	order	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales; Goniomonadales_X	Goniomonadales_X	507.7	0
0	HJHEFEJI_07159	division	Amoebozoa; Lobosa; Lobosa_X	Lobosa_X	157.1	0
0	HJHEFEJI_07160	class	Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	85.9	0
0	HJHEFEJI_07163	family	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Thalassiosira	Thalassiosira	97.4	0
0	HJHEFEJI_07164	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	58.9	0
0	HJHEFEJI_07169	order	Amoebozoa; Discosea; Discosea_X; Discosea_XX; Discosea_XXX	Discosea_XXX	473.8	0
0	HJHEFEJI_07170	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	299.3	0
0	HJHEFEJI_07172	class	Stramenopiles; Stramenopiles_X; Stramenopiles_XX; Stramenopiles_XXX	Stramenopiles_XXX	161.4	0
0	HJHEFEJI_07173	order	Archaeplastida; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellales_X	Chlorellales_X	169.1	0
0	HJHEFEJI_07174	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	221.1	0
0	HJHEFEJI_07175	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	161.8	0
0	HJHEFEJI_07176	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	307.8	0
0	HJHEFEJI_07179	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	101.3	0
0	HJHEFEJI_07183	order	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	525.8	1
0	HJHEFEJI_07185				173.7	1
0	HJHEFEJI_07189	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	181.8	0
0	HJHEFEJI_07190	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	61.6	0
0	HJHEFEJI_07191	division	Stramenopiles; Opalozoa; Bicoecea	Bicoecea	136.7	0
0	HJHEFEJI_07193	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	156.4	0
0	HJHEFEJI_07199	family	Amoebozoa; Lobosa; Discosea-Flabellinia; Dactylopodida; Vexilliferidae; Vexillifera	Vexillifera	151.8	0
0	HJHEFEJI_07203	class	Alveolata; Ciliophora; Litostomatea; Haptoria_5	Haptoria_5	110.5	0
0	HJHEFEJI_07205	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	258.1	0
0	HJHEFEJI_07206	division	Archaeplastida; Chlorophyta; Chloropicophyceae	Chloropicophyceae	82.4	0
0	HJHEFEJI_07209	class	Amoebozoa; Lobosa; Lobosa_X; Trichosida	Trichosida	73.6	0
0	HJHEFEJI_07210	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	61.2	0
0	HJHEFEJI_07212	class	Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X	Heterotrichea_X	109.0	0
0	HJHEFEJI_07213	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	222.6	0
0	HJHEFEJI_07214	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	88.6	0
0	HJHEFEJI_07215	class	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	69.7	0
0	HJHEFEJI_07219	order	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales; Goniomonadales_X	Goniomonadales_X	115.9	0
0	HJHEFEJI_07225	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	158.3	0
0	HJHEFEJI_07226	class	Archaeplastida; Chlorophyta; Picocystophyceae; Picocystales	Picocystales	114.8	0
0	HJHEFEJI_07227	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	193.7	0
0	HJHEFEJI_07231	division	Archaeplastida; Chlorophyta	Chlorophyta	278.9	1
0	HJHEFEJI_07234	order	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_Clade-C	Chrysophyceae_Clade-C	163.7	0
0	HJHEFEJI_07238	class	Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales	Coccolithales	211.8	0
0	HJHEFEJI_07246	order	Opisthokonta; Fungi; Ascomycota; Saccharomycotina; Saccharomycetales	Saccharomycetales	91.3	0
0	HJHEFEJI_07247	class	Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	158.3	0
0	HJHEFEJI_07249	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	130.2	0
0	HJHEFEJI_07250	division	Archaeplastida; Chlorophyta; Mamiellophyceae	Mamiellophyceae	70.9	0
0	HJHEFEJI_07251	class	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	101.3	0
0	HJHEFEJI_07252	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	57.4	0
0	HJHEFEJI_07257	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	141.0	0
0	HJHEFEJI_07258	family	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales; Nephroselmidales_X; Nephroselmis	Nephroselmis	164.1	0
0	HJHEFEJI_07263	class	Alveolata; Ciliophora; Prostomatea_1; Prostomatea_1_X	Prostomatea_1_X	70.9	0
0	HJHEFEJI_07265	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	265.4	0
0	HJHEFEJI_07266	class	Stramenopiles; Opalozoa; Bicoecea; Anoecales	Anoecales	136.7	0
0	HJHEFEJI_07269	division	Archaeplastida; Chlorophyta; Pyramimonadales	Pyramimonadales	100.1	0
0	HJHEFEJI_07272	division	Archaeplastida; Chlorophyta	Chlorophyta	325.9	1
0	HJHEFEJI_07273	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	156.4	0
0	HJHEFEJI_07275	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	234.6	0
0	HJHEFEJI_07276	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	233.8	0
0	HJHEFEJI_07277	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	132.5	0
0	HJHEFEJI_07278	division	Opisthokonta; Choanoflagellida; Choanoflagellatea	Choanoflagellatea	63.5	0
0	HJHEFEJI_07280	class	Archaeplastida; Rhodophyta; Stylonematophyceae; Porphyridiales-2	Porphyridiales-2	203.8	0
0	HJHEFEJI_07282	class	Stramenopiles; Opalozoa; Bicoecea; Anoecales	Anoecales	208.8	0
0	HJHEFEJI_07284	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	162.5	0
0	HJHEFEJI_07285	class	Archaeplastida; Chlorophyta; Palmophyllophyceae; Prasinococcales	Prasinococcales	235.7	0
0	HJHEFEJI_07286	class	Opisthokonta; Fungi; Ascomycota; Saccharomycotina	Saccharomycotina	236.1	0
0	HJHEFEJI_07289	division	Amoebozoa; Lobosa; Discosea-Flabellinia	Discosea-Flabellinia	79.0	0
0	HJHEFEJI_07292	division	Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	75.5	0
0	HJHEFEJI_07298	division	Rhizaria; Cercozoa; Thecofilosea	Thecofilosea	136.7	0
0	HJHEFEJI_07300	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	110.5	0
0	HJHEFEJI_07301	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	207.2	0
0	HJHEFEJI_07302	order	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae	Mamiellaceae	88.2	0
0	HJHEFEJI_07304	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	167.9	0
0	HJHEFEJI_07305	division	Archaeplastida; Rhodophyta; Porphyridiophyceae	Porphyridiophyceae	83.6	0
0	HJHEFEJI_07307	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	175.6	0
0	HJHEFEJI_07308	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	86.7	0
0	HJHEFEJI_07310	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	161.8	0
0	HJHEFEJI_07312	order	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Kryptoperidiniaceae	Kryptoperidiniaceae	406.4	0
0	HJHEFEJI_07313	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	192.6	0
0	HJHEFEJI_07314	class	Archaeplastida; Rhodophyta; Porphyridiophyceae; Porphyridiales	Porphyridiales	194.5	0
0	HJHEFEJI_07315	class	Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales	Pavlovales	113.6	0
0	HJHEFEJI_07316	division	Alveolata; Dinoflagellata; Syndiniales	Syndiniales	130.6	0
0	HJHEFEJI_07322	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	226.5	0
0	HJHEFEJI_07329	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	172.2	0
0	HJHEFEJI_07339	order	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales; Chlorodendraceae	Chlorodendraceae	736.1	0
0	HJHEFEJI_07341	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	236.1	0
0	HJHEFEJI_07342	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	110.2	0
0	HJHEFEJI_07343	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	75.9	0
0	HJHEFEJI_07345	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	571.6	0
0	HJHEFEJI_07346	division	Stramenopiles; Sagenista; Labyrinthulomycetes	Labyrinthulomycetes	148.7	0
0	HJHEFEJI_07350	order	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX; Ciliophora_XXX	Ciliophora_XXX	449.5	0
0	HJHEFEJI_07352	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	149.1	0
0	HJHEFEJI_07355	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	141.4	0
0	HJHEFEJI_07356	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	112.8	0
0	HJHEFEJI_07358	family	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Raphid-pennate; Pseudo-nitzschia	Pseudo-nitzschia	120.6	0
0	HJHEFEJI_07359	order	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X; Pedinellales	Pedinellales	139.0	0
0	HJHEFEJI_07360	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	198.4	0
0	HJHEFEJI_07361	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	218.0	0
0	HJHEFEJI_07364	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	131.0	0
0	HJHEFEJI_07365	family	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Thalassiosira	Thalassiosira	109.0	0
0	HJHEFEJI_07366	order	Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	186.8	0
0	HJHEFEJI_07372	class	Stramenopiles; Ochrophyta; Pelagophyceae; Sarcinochrysidales	Sarcinochrysidales	159.1	0
0	HJHEFEJI_07375	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	82.8	0
0	HJHEFEJI_07376				316.6	1
0	HJHEFEJI_07377	class	Archaeplastida; Rhodophyta; Compsopogonophyceae; Compsopogonales	Compsopogonales	147.1	0
0	HJHEFEJI_07378	class	Stramenopiles; Opalozoa; Bicoecea; Anoecales	Anoecales	259.2	0
0	HJHEFEJI_07380	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate	Araphid-pennate	354.8	0
0	HJHEFEJI_07381	order	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadales_X	Chlamydomonadales_X	419.9	0
0	HJHEFEJI_07389	order	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X; Pedinellales	Pedinellales	123.6	0
0	HJHEFEJI_07394	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	245.7	0
0	HJHEFEJI_07397	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	106.3	0
0	HJHEFEJI_07398	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	74.7	0
0	HJHEFEJI_07399	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	213.0	0
0	HJHEFEJI_07400	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	80.1	0
0	HJHEFEJI_07406				245.4	1
0	HJHEFEJI_07409	class	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	72.0	0
0	HJHEFEJI_07410	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	66.6	0
0	HJHEFEJI_07411	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	290.8	0
0	HJHEFEJI_07412	class	Archaeplastida; Chlorophyta; Trebouxiophyceae; Prasiolales	Prasiolales	347.1	0
0	HJHEFEJI_07415	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	79.0	0
0	HJHEFEJI_07419	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	134.4	0
0	HJHEFEJI_07420	division	Amoebozoa; Lobosa	Lobosa	102.1	1
0	HJHEFEJI_07421	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	254.6	0
0	HJHEFEJI_07423	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	425.2	0
0	HJHEFEJI_07425	division	Stramenopiles; Stramenopiles_X; Stramenopiles_XX	Stramenopiles_XX	82.0	0
0	HJHEFEJI_07429	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate	Araphid-pennate	224.9	0
0	HJHEFEJI_07430	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	77.4	0
0	HJHEFEJI_07439	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	172.6	0
0	HJHEFEJI_07440	class	Stramenopiles; Sagenista; Labyrinthulomycetes; Thraustochytriales	Thraustochytriales	179.9	0
0	HJHEFEJI_07444	division	Stramenopiles; Stramenopiles_X; Stramenopiles_XX	Stramenopiles_XX	157.1	0
0	HJHEFEJI_07447	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	137.9	0
0	HJHEFEJI_07448	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	195.3	0
